Changelog Title,Slug,Release Date,Audiences,Main Image,Excerpt,Description,Meta Title,Meta Description,_source_url
Delete any invoice that isn't in submitted or paid from Adfin,delete-any-invoice-that-isnt-in-submitted-or-paid-from-adfin,2025-05-05T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/6821bffbd66c1872c0391fd1_Screenshot%202025-05-12%20at%2010.31.32.png,"<p>Select ""more actions"" within the invoice tray to delete any invoice that is not in submitted or paid. This will permanently delete the invoice from Adfin. </p>","<p id="""">Select ""more actions"" within the invoice tray to delete any invoice that is not in submitted or paid. This will permanently delete the invoice from Adfin. </p><p>‍</p><p>Please note, we do not automatically sync invoice deletion from QuickBooks to Adfin, but we will send you an alert to remind you to delete the invoice in Adfin yourself if this happens. </p>",,,https://adfin.com/changelog/delete-any-invoice-that-isnt-in-submitted-or-paid-from-adfin
Direct debit payments settle two days faster!,direct-debit-payments-settle-2-days-faster,2025-07-08T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/686d07eae958ad66e62d27c6_Screenshot%202025-07-08%20at%2012.57.51.png,"<p id="""">We’ve got great news. Direct debit payments will now be paid out to you <strong id="""">two working days faster</strong>! 🎉</p><p id="""">‍</p><p id="""">This applies for all direct debit payments that are <strong>submitted from 8th&nbsp;July</strong>. We’re excited to bring you quicker payouts so you can get your money sooner. </p><p id="""">‍</p><h6 id="""">🗓️ <strong id="""">New direct debit timeline</strong></h6><ul id=""""><li id=""""><strong id="""">Day -1</strong>: Adfin sends advance notice of the collection to your customer</li><li id=""""><strong id="""">Day 0</strong>: Adfin submits the payment for collection</li><li id=""""><strong id="""">Day 2</strong>: The payment is debited from your customer</li><li id=""""><strong id="""">Day 4</strong>: The payment is marked as final and paid out to you 💸</li></ul><p id="""">‍</p><p id="""">Thanks for choosing Adfin. We’re always working to make sure you get paid faster! 🚀</p><p id="""">‍</p>","<p id="""">We’ve got great news. Direct debit payments will now be paid out to you <strong id="""">two working days faster</strong>! 🎉</p><p id="""">‍</p><p id="""">This applies for all direct debit payments that are <strong id="""">submitted from 8th&nbsp;July</strong>. We’re excited to bring you quicker payouts so you can get your money sooner. </p><p id="""">‍</p><h6 id="""">🗓️ <strong id="""">New direct debit timeline</strong></h6><ul id=""""><li id=""""><strong id="""">Day -1</strong>: Adfin sends advance notice of the collection to your customer</li><li id=""""><strong id="""">Day 0</strong>: Adfin submits the payment for collection</li><li id=""""><strong id="""">Day 2</strong>: The payment is debited from your customer</li><li id=""""><strong id="""">Day 4</strong>: The payment is marked as final and paid out to you 💸</li></ul><p id="""">‍</p><p id="""">Thanks for choosing Adfin. We’re always working to make sure you get paid faster! 🚀</p><p id="""">‍</p><p id="""">‍</p><p id="""">‍</p><p id="""">‍</p>",,,https://adfin.com/changelog/direct-debit-payments-settle-2-days-faster
Direct debits: say hello to recurring payments,say-hello-to-direct-debit-payments,2024-08-31T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/6737571f0fa8e5437c42d868_Direct%20(1).webp,"<p id="""">Direct debit payments are here! Send your customers a mandate to start collecting payments on autopilot.</p><p id="""">‍</p>","<p id="""">We're excited to introduce direct debit payments, making it easier to pay recurring and one-time invoices automatically.</p><p id=""""> </p><p id="""">Once a customer has signed a direct debit mandate (a 20-second process), we will take any future payment request you make via Adfin automatically without the customer needing to do a thing.</p><p id=""""><br>This unlocks more timely payments and further reduces the need for manual chasing and follow-ups. We will automatically chase any failed direct debit payment, including sending alternative payment options, at no additional cost or effort to you.<br><br>To get your customers set-up, head on to the Customers page, select the customers you'd like to invite and hit ""send mandate"". Once they complete the mandate form, you're ready to start collecting payments on autopilot. 💸</p><p>‍</p>",,,https://adfin.com/changelog/say-hello-to-direct-debit-payments
Disable payment confirmation emails for direct debit payments,disable-payment-confirmation-emails-for-direct-debit-payments,2026-03-05T00:00:00Z,Accountants & Bookkeepers,,"<p>‍</p><p>Worried about sending too many emails to your customers about their direct debit payments? You can now <strong>turn off automatic payment confirmation emails </strong>sent to your customers <strong>🔕</strong></p><p>‍</p><p>This gives you more control over the notifications your customers receive and helps reduce unnecessary inbox noise.</p><p>‍</p><p>This setting is turned off by default. If you’d like to enable it, you can do so in your <strong>Auto Collect workflow settings</strong> ⚙️.</p><p>‍</p>","<p>‍</p><p>Worried about sending too many emails to your customers about their direct debit payments? You can now <strong>turn off automatic payment confirmation emails </strong>sent to your customers <strong>🔕</strong></p><p>‍</p><p>This gives you more control over the notifications your customers receive and helps reduce unnecessary inbox noise.</p><p>‍</p><p>This setting is turned off by default. If you’d like to enable it, you can do so in your <strong>Auto Collect workflow settings</strong> ⚙️.</p><p>‍</p>",,,https://adfin.com/changelog/disable-payment-confirmation-emails-for-direct-debit-payments
Download data from any Adfin dashboard into CSV,export-invoices-and-payments,2025-07-08T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/686bec4d9c49b9f6e1d4ef35_Screenshot%202025-07-07%20at%2016.48.22.png,"<p id="""">This one’s for all the Excel lovers out there - you can now download everything from the <strong id="""">accept payments</strong>, <strong id="""">manage customers</strong>, and <strong id="""">view</strong> <strong id="""">transactions</strong> dashboards straight to CSV! 🙌</p><p id="""">‍</p><h6 id="""">💾 <strong id="""">How it works</strong></h6><ul id=""""><li id="""">Head to any of the dashboards.</li><li id="""">Click the <strong id="""">Download CSV</strong> button in the top right corner.</li><li id="""">✅ Want specific info? Select what you’d like to export before clicking the button.</li><li id="""">📥 Want it all? Click <strong id="""">Download CSV</strong> without selecting anything to grab everything at once.</li></ul><p id="""">Now you can analyse, filter, and work with your data however you like, making it easy to reconcile back into other platforms that Adfin is not currently integrated to. 🥳</p><p id="""">‍</p><p id=""""><br>‍</p>","<p id="""">This one’s for all the Excel lovers out there - you can now download everything from the <strong id="""">accept payments</strong>, <strong id="""">manage customers</strong>, and <strong id="""">view</strong> <strong id="""">transactions</strong> dashboards straight to CSV! 🙌</p><p id="""">‍</p><h6 id="""">💾 <strong id="""">How it works</strong></h6><ul id=""""><li id="""">Head to any of the dashboards.</li><li id="""">Click the <strong id="""">Download CSV</strong> button in the top right corner.</li><li id="""">✅ Want specific info? Select what you’d like to export before clicking the button.</li><li id="""">📥 Want it all? Click <strong id="""">Download CSV</strong> without selecting anything to grab everything at once.</li></ul><p id="""">Now you can analyse, filter, and work with your data however you like, making it easy to reconcile back into other platforms that Adfin is not currently integrated to. 🥳</p><p id="""">‍</p>",,,https://adfin.com/changelog/export-invoices-and-payments
Drag and drop up to 50 invoices at once,drag-and-drop-up-to-50-invoices-at-one-time,2025-05-04T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/6821bdffed003e30a260f51d_Screenshot%202025-05-12%20at%2010.22.48.png,"<p id="""">We've made a series of upgrades to our invoice upload tool - now you can drag and drop up to 50 invoices at once!</p><p id="""">‍</p><p id="""">On top of that, the tool is now faster than ever! So that upload will feel like a breeze... even when working on 50 in parallel. </p>","<p id="""">We've made a series of upgrades to our invoice upload tool - now you can drag and drop up to 50 invoices at once!</p><p id="""">‍</p><p id="""">On top of that, the tool is now faster than ever! So that upload will feel like a breeze... even when working on 50 in parallel. </p><p id="""">‍</p><p id="""">As well as this, we've made further improvements to optimise for accuracy and format exceptions. </p>",,,https://adfin.com/changelog/drag-and-drop-up-to-50-invoices-at-one-time
Easier-to-read invoice statuses,easier-to-read-invoice-statuses,2024-11-18T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/673b2dd8cf34e1d000d0fe5a_Screenshot%202024-11-18%20at%2012.06.41.png,<p>We've simplified our invoice statuses and added new information to make it easier to track what is going on. </p>,"<p id="""">You’ll now find “Sent” and “Seen” activities moved from invoice statuses to a new activities column, making it easier to follow the progress of each invoice. We’ve also added a new activity, “mandate pending signature”, which shows when an invoice is ready for direct debit collection but still needs the customer to sign their direct debit mandate.&nbsp;</p><p id="""">&nbsp;</p><p id="""">‍</p><p id="""">In the activities column, you can see:</p><ul id=""""><li id="""">When an invoice was sent</li><li id="""">The last time the payment link was opened</li><li id="""">When an invoice was paid</li><li id="""">If there is a pending mandate with the customer</li></ul><p id="""">‍</p><p id="""">Later this week, we’ll be adding even more details to help you keep track of direct debit payments. You’ll be able to see:</p><ul id=""""><li id="""">When the payment will be collected, including any retries that are happening</li><li id="""">When the payment is expected to reach your bank</li></ul><p id="""">‍</p><p id="""">‍</p>",,,https://adfin.com/changelog/easier-to-read-invoice-statuses
Easy to create and manage instalment plans,easy-to-create-and-manage-instalment-plans,2025-10-07T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/68e55f8ff4150875d3449109_Screenshot%202025-10-07%20at%2019.44.23.png,"<p id="""">Have a client who’s struggling to pay? Now you can offer an instalment plan that makes things easier for them and keeps cash flowing for you 🙌</p><p id="""">‍</p><p id="""">Choose how many instalments you’d like and Adfin will take care of the rest, from sending reminders and details of the instalment plan to reconciling each payment automatically 💷</p><p id="""">‍</p><p id="""">You can choose to edit individual instalment amounts and take a higher up front deposit 💰</p><p id="""">‍</p><p id="""">Instalment plans work with On Demand payments or Auto Collect, and you can create them for new invoices in Adfin or for invoices you’ve already sent ✨</p><p id="""">‍</p><p id="""">‍</p>","<p id="""">Have a client who’s struggling to pay? Now you can offer an instalment plan that makes things easier for them and keeps cash flowing for you 🙌</p><p id="""">‍</p><p id="""">Choose how many instalments you’d like and Adfin will take care of the rest, from sending reminders and details of the instalment plan to reconciling each payment automatically 💷</p><p id="""">‍</p><p id="""">You can choose to edit individual instalment amounts and take a higher up front deposit 💰</p><p id="""">‍</p><p id="""">Instalment plans work with On Demand payments or Auto Collect, and you can create them for new invoices in Adfin or for invoices you’ve already sent ✨</p><p id="""">‍</p>",,,https://adfin.com/changelog/easy-to-create-and-manage-instalment-plans
Enhanced Invoice Creation Feature (AI),enhanced-invoice-creation-feature,2025-03-27T00:00:00Z,Accountants & Bookkeepers,,"<p id="""">We are excited to introduce a new feature that streamlines the invoice creation process on Adfin. This enhancement allows users to create invoices more efficiently, saving time and reducing errors.</p><p id="""">‍</p><p id="""">With a user-friendly interface and improved templates, generating invoices has never been easier!</p>","<p id="""">We are excited to introduce a new feature that streamlines the invoice creation process on Adfin. This enhancement allows users to create invoices more efficiently, saving time and reducing errors.</p><p id="""">‍</p><p id="""">With a user-friendly interface and improved templates, generating invoices has never been easier! Users can now customize their invoices with various options, including adding logos, adjusting item descriptions, and setting payment terms directly within the platform.</p><p id="""">‍</p><p id="""">This update not only enhances the user experience but also ensures that invoices are professional and tailored to meet the needs of your business. We believe this will significantly improve your workflow and customer satisfaction.</p>",Enhanced Invoice Creation Feature on Adfin,"Discover the new enhanced invoice creation feature on Adfin that streamlines your invoicing process, making it faster and more efficient.",
Export payout details to CSV,export-payout-details-to-csv,2025-01-20T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/679a70a50de0c4deac78375a_Screenshot%202025-01-29%20at%2018.13.12.png,"<p id="""">For those who like to reconcile in excel, now you can download a CSV with full details of payments and invoices by payout. </p>","<p id="""">For those who like to reconcile in excel, now you can download a CSV with full details of payments and invoices by payout. </p><p id="""">‍</p><p id="""">Select payouts on the payout dashboard and export to CSV. We'll provide a download with all the detail of payouts and related payments and invoices. You can use the date picker to select which period you would like and select up to 50 payouts to download into a single CSV.</p>",,,https://adfin.com/changelog/export-payout-details-to-csv
Faster and more accurate invoice upload,faster-and-more-accurate-invoice-upload,2025-03-25T00:00:00Z,Accountants & Bookkeepers,,"<p>‍</p><p id="""">We've made more improvements to our invoice upload tool. We're now using multiple LLM AI&nbsp;models in the background to optimise for performance, meaning that things are more accurate and faster than ever! </p>","<p>‍</p><p id="""">We've made more improvements to our invoice upload tool. We're now using multiple LLM AI&nbsp;models in the background to optimise for performance, meaning that things are more accurate and faster than ever! </p><p id="""">‍</p><p id="""">‍</p>",,,https://adfin.com/changelog/faster-and-more-accurate-invoice-upload
Get started on Adfin with our new onboarding assistant,use-our-onboarding-assistant-to-get-started,2025-01-26T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/679cda1e8e4cdb6310b3b524_Screenshot%202025-01-31%20at%2014.11.32.png,"<p id="""">We've launched an assistant to help you get started with Adfin. </p>","<p id="""">We've launched an assistant to help you get started with Adfin. </p><p id="""">‍</p><p id="""">Find the onboarding assistant in the bottom left hand side of the console. This will help you navigate the steps to get Adfin set up for your business. <br>‍<br>The assistant will also help you migrate your direct debit payments over to Adfin, making your migration seamless!&nbsp;</p>",,,https://adfin.com/changelog/use-our-onboarding-assistant-to-get-started
God Mode for seamless account switching and credit control as a service,god-mode-for-seamless-account-switching-and-credit-control-as-a-service,2025-11-06T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/690e06ea538d1231901d5a45_God%20mode%20(1).svg,"<p id="""">We’ve launched <strong id="""">God Mode</strong>, giving you a <strong id="""">single login</strong> across all your Adfin accounts ⚡⚡</p><p>‍</p><p id="""">You can now <strong id="""">switch between accounts</strong> or <strong id="""">create new ones</strong> straight from the dropdown menu in the top left of the Adfin Console.</p><p>‍</p><p id="""">It’s easier than ever to <strong id="""">refer clients</strong> too — you can spin up a new account for them in seconds, then invite them to book an onboarding call and finalise their setup 🙌</p><p>‍</p><p id="""">This update makes Adfin the perfect hub for <strong id="""">credit control as a service</strong>, giving you one place to manage all client activity 💼</p><p>‍</p><p id="""">👉 Find it in your <strong id="""">account dropdown</strong> at the top of the sidebar in the Adfin Console.</p><p id="""">‍</p><p id="""">‍</p>","<p id="""">We’ve launched <strong id="""">God Mode</strong>, giving you a <strong id="""">single login</strong> across all your Adfin accounts ⚡⚡</p><p id="""">‍</p><p id="""">You can now <strong id="""">switch between accounts</strong> or <strong id="""">create new ones</strong> straight from the dropdown menu in the top left of the Adfin Console.</p><p id="""">‍</p><p id="""">It’s easier than ever to <strong id="""">refer clients</strong> too — you can spin up a new account for them in seconds, then invite them to book an onboarding call and finalise their setup 🙌</p><p id="""">‍</p><p id="""">This update makes Adfin the perfect hub for <strong id="""">credit control as a service</strong>, giving you one place to manage all client activity 💼</p><p id="""">‍</p><p id="""">👉 Find it in your <strong id="""">account dropdown</strong> at the top of the sidebar in the Adfin Console.</p><p>‍</p><p id="""">‍</p>",,,https://adfin.com/changelog/god-mode-for-seamless-account-switching-and-credit-control-as-a-service
Import and sync customers your way,import-and-sync-customers-your-way,2025-09-23T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/68e55022976af54a3c647792_Screenshot%202025-10-07%20at%2018.38.34.png,"<p id="""">We’ve made importing contacts from Xero and QuickBooks smoother than ever ✨</p><p>‍</p><p id="""">You can now choose to import all customers, or only bring in specific contact groups if you use Xero. You can also decide whether new customers should sync automatically as they’re created 🔄</p><p>‍</p><p id="""">And don’t worry, if a customer is linked to an Adfin invoice, we’ll always import them so your invoicing keeps running without a hitch 💪</p><p>‍</p>","<p id="""">We’ve made importing contacts from Xero and QuickBooks smoother than ever ✨</p><p>‍</p><p id="""">You can now choose to import all customers, or only bring in specific contact groups if you use Xero. You can also decide whether new customers should sync automatically as they’re created 🔄</p><p>‍</p><p id="""">And don’t worry, if a customer is linked to an Adfin invoice, we’ll always import them so your invoicing keeps running without a hitch 💪</p><p>‍</p>",,,https://adfin.com/changelog/import-and-sync-customers-your-way
Import customers from Xero,import-customers-from-xero,2024-10-22T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/67375584afb6d6fe580f45bf_Screenshot%202024-10-30%20at%2013.27.13.webp,"<p id="""">Import all of your customers from Xero, or create add them to a Contact Group and tell us which Groups to import. </p><p id="""">‍</p>","<p id="""">It's quick and easy to import your customers from Xero to Adfin. You can either select all of your Xero customers, or first add customers to a group on Xero and tell us which group to import.</p><p>‍</p><p id=""""> </p><p id=""""> </p><p id="""">Once Xero is connected, in addition to the original import, any newly created customers in Xero will also be created in Adfin - so you don't have to worry about triggering further imports. </p><p id="""">‍</p><p id=""""> </p><p id="""">To import customers, head to Settings &gt; Integrations &gt; Manage Connection. </p><p id="""">‍</p>",,,https://adfin.com/changelog/import-customers-from-xero
Invoicing just got a major upgrade,invoicing-just-got-a-major-upgrade,2026-03-17T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/69d799511229887196cc1e9c_Screenshot%202026-04-09%20at%2015.19.22.png,"<p>We’ve made invoicing in Adfin more powerful than ever—helping you save time and stay in control.</p><p>‍</p><p><strong>Here’s what’s new:</strong></p><p>‍</p><p><strong>Automatic bank transfer payment allocation ✨<br></strong>Add Adfin bank transfer details directly to your invoice PDFs. When clients pay via bank transfer, we automatically match and allocate the payment to the correct invoice.</p><p>‍</p><p><strong>Xero tracking categories at line-item level 📊<br></strong>Sync your tracking categories from Xero and apply them to individual line items for more accurate, granular revenue tracking.</p><p>‍</p><p><strong>Simple price updates for recurring invoices 😎<br></strong>Update a product price once and it automatically applies across all your recurring invoices.</p><p>‍</p>","<p>We’ve made invoicing in Adfin more powerful than ever—helping you save time and stay in control.</p><p>‍</p><p><strong>Here’s what’s new:</strong></p><p>‍</p><p><strong>Automatic bank transfer payment allocation ✨<br></strong>Add Adfin bank transfer details directly to your invoice PDFs. When clients pay via bank transfer, we automatically match and allocate the payment to the correct invoice.</p><p>‍</p><p><strong>Xero tracking categories at line-item level 📊<br></strong>Sync your tracking categories from Xero and apply them to individual line items for more accurate, granular revenue tracking.</p><p>‍</p><p><strong>Simple price updates for recurring invoices 😎<br></strong>Update a product price once and it automatically applies across all your recurring invoices.</p><p>‍</p>",,,https://adfin.com/changelog/invoicing-just-got-a-major-upgrade
January useablity improvements,january-useablity-improvements,2025-02-03T00:00:00Z,Accountants & Bookkeepers,,"<p id="""">‍</p><p>‍</p><p id="""">We've made a number of small improvements to Adfin based on your feedback. </p>","<p id="""">We've made a number of small improvements to Adfin based on your feedback. </p><p id="""">‍</p><p id="""">These include:</p><ul id=""""><li id="""">Email alerts when an invoice which has been submitted for direct debit collection with Adfin is marked as paid in Xero /&nbsp;QuickBooks</li><li id="""">Enhancing our invoice logs with additional activities so you can track everything that has happened with an invoice </li><li id="""">Improving our invoice upload feature to remember when a customer has previously been merged on Adfin and automatically link the invoice to the new customer </li><li id="""">Showing which Xero organisation is linked to Adfin in Settings</li><li id="""">Hover over the ""Paid out"" status for a payout to view when your funds are expected to arrive</li></ul>",,,https://adfin.com/changelog/january-useablity-improvements
Manage credit control in Adfin,credit-control-dashboard,2025-12-02T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/693962fddddf6b8a704cb779_Screenshot%202025-12-10%20at%2012.09.19.png,"<p id="""">Credit control just got easier 📊✨</p><p id="""">‍</p><p id="""">Our new dashboards give you complete flexibility:</p><ul id=""""><li id=""""><strong id="""">Group</strong> by credit control status or action required</li><li id=""""><strong id="""">Sort and filter</strong> by any field</li><li id=""""><strong id="""">Choose</strong> exactly which columns you want to see</li><li id=""""><strong id="""">Save</strong> your favourite views for quick access ⭐</li></ul><p id="""">‍</p>","<p id="""">Credit control just got easier 📊✨</p><p>‍</p><p id="""">Our new dashboards give you complete flexibility:</p><ul id=""""><li id=""""><strong id="""">Group</strong> by credit control status or action required</li><li id=""""><strong id="""">Sort and filter</strong> by any field</li><li id=""""><strong id="""">Choose</strong> exactly which columns you want to see</li><li id=""""><strong id="""">Save</strong> your favourite views for quick access ⭐</li></ul><p id="""">‍</p>",,,https://adfin.com/changelog/credit-control-dashboard
Manage credit control with custom statuses,manage-credit-control-with-custom-statuses,2025-10-07T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/68e55430801844eb6d21cdd6_Screenshot%202025-10-07%20at%2018.55.51.png,"<p id="""">Credit controllers, this one’s for you 🙌</p><p id="""">‍</p><p id="""">You can now add custom statuses to any activity that’s at risk, giving you more control over how you track and manage your credit control process 💪</p><p id="""">‍</p><p id="""">Filter by these new statuses to stay organised and focused.</p><p id="""">‍</p><p id="""">Adfin will automatically move invoices and payments through to confirmed when they are paid. </p><p id="""">‍</p>","<p id="""">Credit controllers, this one’s for you 🙌</p><p id="""">‍</p><p id="""">You can now add custom statuses to any activity that’s at risk, giving you more control over how you track and manage your credit control process 💪</p><p id="""">‍</p><p id="""">Filter by these new statuses to stay organised and focused.</p><p id="""">‍</p><p id="""">Adfin will automatically move invoices and payments through to confirmed when they are paid. </p><p id="""">‍</p><p id="""">‍</p><p id="""">‍</p>",,,https://adfin.com/changelog/manage-credit-control-with-custom-statuses
More upgrades to our Xero and QuickBooks integrations,xero-and-quickbooks-improvements,2025-06-02T00:00:00Z,Accountants & Bookkeepers,,"<p id="""">We’ve made a few improvements to make syncing smoother and faster:</p><ul id=""""><li id="""">Invoices are now marked as sent in Xero and QuickBooks as soon as you send them from Adfin</li><li id="""">You can now see which QuickBooks company is connected right from your Adfin settings</li><li id="""">We’ve upgraded our connections so your invoices sync faster than ever</li></ul>","<p id="""">We’ve made a few improvements to make syncing smoother and faster:</p><ul id=""""><li id="""">Invoices are now marked as <em id="""">sent</em> in Xero and QuickBooks as soon as you send them from Adfin</li><li id="""">You can now see which QuickBooks company is connected right from your Adfin settings</li><li id="""">We’ve upgraded our connections so your invoices sync faster than ever</li></ul>",,,https://adfin.com/changelog/xero-and-quickbooks-improvements
More usability improvements,more-usability-improvements,2024-11-18T00:00:00Z,Accountants & Bookkeepers,,<p>We've upgraded and added several new features to the Console. </p>,"<ul id=""""><li id=""""><strong id="""">Cancel direct debit mandates: </strong>Click into the customer and select ""Cancel Direct Debit"" to cancel their mandate.&nbsp;If the mandate is pending signature, we'll automatically cancel any further reminders.</li><li id=""""><strong id="""">Customer search bar: </strong>Easily find and filter specific customers in the customer view. </li><li id=""""><strong id="""">Improved sorting:</strong> Sorting by status now automatically orders the records by activity date. For example, sorting by invoice status will place the most recently paid invoices at the top. We also remember your sorting preferences, so next time you open Adfin the tables will be as you left them. </li><li id=""""><strong id="""">Merge customers: </strong>Merging customers is now much more flexible, so it works for all scenarios. When you merge customers, we'll automatically cancel the mandate and Xero link associated with the archived customer. </li><li id=""""><strong id="""">Invoice upload:</strong> We’ve tweaked our invoice upload to make sure it doesn’t accept invalid documents that are not actually invoices - helping to minimise potential mistakes when dragging and dropping files into Adfin.</li></ul><p id="""">‍</p>",,,https://adfin.com/changelog/more-usability-improvements
Move your direct debit mandates to Adfin,seamlessly-migrate-your-direct-debit-mandates-to-adfin,2025-08-26T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/68c851b2e0835062c57e01f7_Group%202087327359.webp,"<p id="""">You can now switch your existing direct debit mandates from another provider to Adfin! <br><br>‍<strong id="""">Clients don't need to sign new mandates </strong>and your collections won't be interrupted<strong id=""""> </strong>✍️✨</p><p id="""">‍</p><h6 id="""">⚙️ <strong id="""">How it works</strong></h6><ul id=""""><li id="""">Let your old provider know that you'll be switching your mandates to Adfin</li><li id=""""><strong id="""">We manage all of the process and paperwork</strong></li><li id="""">On the change date, the mandates will be moved to Adfin</li><li id="""">We'll also automatically move over any recurring invoices to Adfin so<strong id=""""> your collections aren't interrupted</strong></li></ul><p id=""""><strong id="""">💌 Contact us</strong> to find out more and we'll guide you through every step of the process. <br>‍<br></p><p id="""">‍</p><p id="""">‍</p>","<p id="""">You can now switch your existing direct debit mandates from another provider to Adfin! <br><br>‍<strong id="""">Clients don't need to sign new mandates </strong>and your collections won't be interrupted<strong id=""""> </strong>✍️✨</p><p id="""">‍</p><h6 id="""">⚙️ <strong id="""">How it works</strong></h6><ul id=""""><li id="""">Let your old provider know that you'll be switching your mandates to Adfin</li><li id=""""><strong id="""">We manage all of the process and paperwork</strong></li><li id="""">On the change date, the mandates will be moved to Adfin</li><li id="""">We'll also automatically move over any recurring invoices to Adfin so<strong id=""""> your collections aren't interrupted</strong></li></ul><p id=""""><strong id="""">💌 Contact us</strong> to find out more and we'll guide you through every step of the process. </p><p id="""">‍</p><p id="""">‍</p><p id="""">‍<br></p><p id="""">‍</p>",,,https://adfin.com/changelog/seamlessly-migrate-your-direct-debit-mandates-to-adfin
New Settled status for invoices,new-settled-status-for-invoices,2025-04-14T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/6821c1429f000756af2d54e7_Screenshot%202025-05-12%20at%2010.36.40.png,"<p>We've added a Settled status for invoices to make it easier to track which invoices you have receievd funds to your bank account for. </p><p>‍</p><p>We'll update the invoice status to Settled once we have made the payout of funds to your bank account. </p><p>‍</p><p>Please note, if your invoice has been marked as paid by a non-Adfin payment, it will remain in the Paid state. </p>","<p id="""">We've added a Settled status for invoices to make it easier to track which invoices Adfin has paid you out for. </p><p id="""">‍</p><p id="""">We'll update the invoice status to Settled once we have made the payout of funds to your bank account. </p><p id="""">‍</p><p id="""">Please note, if your invoice has been marked as paid by a non-Adfin payment, it will remain in the Paid state. </p><p id="""">‍</p>",,,https://adfin.com/changelog/new-settled-status-for-invoices
New and improved emails,new-and-improved-emails,2024-12-04T00:00:00Z,Accountants & Bookkeepers,,<p>We've made more updates and improvements to our emails. </p>,"<p id="""">Lastly, on our quest to make Adfin the best possible way for your clients to pay, we've updated our emails again. </p><p id=""""> </p><p>‍</p><p id="""">We've tweaked designs to make your brand more prominent and the display information even more clearly for clients using any browser or device. </p><p>‍</p><p id=""""> </p><p id="""">If you are collecting an invoice using direct debit, we'll email the client with the invoice immediately when it is issued. If they haven't yet signed their mandate, we'll even include a reminder and link to sign it. </p><p id="""">‍</p>",,,https://adfin.com/changelog/new-and-improved-emails
New and improved onboarding,new-and-improved-onboarding,2025-02-17T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/67c977cce5b8be2a5771ae37_Screenshot%202025-03-06%20at%2010.24.04.png,"<p id="""">Sign up and get started with Adfin faster than ever before. </p>","<p id="""">Sign up and get started with Adfin faster than ever before. </p><p id="""">‍</p><p id="""">Follow the link on our website to sign up. First you'll need to complete a short form and we'll create an Adfin account for you. </p><p id="""">‍</p><p id="""">Once you get access to Adfin, we will ask you to complete verification on your business so you can start accepting payments and then complete four quick steps to configure your account - don't worry, we're here to guide you through the process! </p><p id="""">‍</p>",,,https://adfin.com/changelog/new-and-improved-onboarding
New and improved payment and direct debit mandate pages,upgraded-payment-and-direct-debit-mandate-pages,2025-03-26T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/67e3b7d70f4762802b9f8d7e_Screenshot%202025-03-26%20at%2008.16.15.png,"<p id="""">We've made it even easier for your customers to pay their invoices! Our new payment pages are so slick, your customer don't have any more excuses...</p><p id="""">‍</p><p id="""">Your branding is now even more prominent and you can also set a secondary branding colour to be used in the background of the pages and emails. </p>","<p id="""">We've made it even easier for your customers to pay their invoices! Our new payment pages are so slick, your customer don't have any more excuses...</p><p id="""">‍</p><p id="""">Your branding is now even more prominent and you can also set a secondary branding colour to be used in the background of the pages and emails. </p><p id="""">‍</p><p id="""">‍</p>",,,https://adfin.com/changelog/upgraded-payment-and-direct-debit-mandate-pages
